123,KBytes,1.01,Mbits/sec,1.01,275
193,KBytes,1.58,Mbits/sec,1.58,276
108,KBytes,888,Kbits/sec,0.888,277
124,KBytes,1.02,Mbits/sec,1.02,278
260,KBytes,2.13,Mbits/sec,2.13,279
1.32,KBytes,10.8,Kbits/sec,0.0108,280
0,Bytes,0,bits/sec,0,281
434,KBytes,3.56,Mbits/sec,3.56,282
1,MBytes,8.42,Mbits/sec,8.42,283
697,KBytes,5.71,Mbits/sec,5.71,284
677,KBytes,5.55,Mbits/sec,5.55,285
994,KBytes,8.15,Mbits/sec,8.15,286
886,KBytes,7.26,Mbits/sec,7.26,287
674,KBytes,5.52,Mbits/sec,5.52,288
378,KBytes,3.1,Mbits/sec,3.1,289
863,KBytes,7.07,Mbits/sec,7.07,290
738,KBytes,6.04,Mbits/sec,6.04,291
818,KBytes,6.71,Mbits/sec,6.71,292
518,KBytes,4.25,Mbits/sec,4.25,293
264,KBytes,2.17,Mbits/sec,2.17,294
213,KBytes,1.74,Mbits/sec,1.74,295
319,KBytes,2.61,Mbits/sec,2.61,296
18.5,KBytes,152,Kbits/sec,0.152,297
0,Bytes,0,bits/sec,0,298
0,Bytes,0,bits/sec,0,299
796,KBytes,6.53,Mbits/sec,6.53,300
1.42,MBytes,11.9,Mbits/sec,11.9,301
1.95,MBytes,16.4,Mbits/sec,16.4,302
1.45,MBytes,12.2,Mbits/sec,12.2,303
1.28,MBytes,10.8,Mbits/sec,10.8,304
1.3,MBytes,10.9,Mbits/sec,10.9,305
1.07,MBytes,8.94,Mbits/sec,8.94,306
1.07,MBytes,9,Mbits/sec,9,307
1.31,MBytes,11,Mbits/sec,11,308
1.09,MBytes,9.17,Mbits/sec,9.17,309
1.37,MBytes,11.5,Mbits/sec,11.5,310
1.15,MBytes,9.68,Mbits/sec,9.68,311
924,KBytes,7.57,Mbits/sec,7.57,312
1.16,MBytes,9.77,Mbits/sec,9.77,313
1019,KBytes,8.35,Mbits/sec,8.35,314
1.41,MBytes,11.8,Mbits/sec,11.8,315
1.33,MBytes,11.2,Mbits/sec,11.2,316
789,KBytes,6.47,Mbits/sec,6.47,317
1.03,MBytes,8.62,Mbits/sec,8.62,318
434,KBytes,3.55,Mbits/sec,3.55,319
677,KBytes,5.55,Mbits/sec,5.55,320
644,KBytes,5.28,Mbits/sec,5.28,321
677,KBytes,5.55,Mbits/sec,5.55,322
641,KBytes,5.25,Mbits/sec,5.25,323
574,KBytes,4.7,Mbits/sec,4.7,324
639,KBytes,5.23,Mbits/sec,5.23,325
1001,KBytes,8.2,Mbits/sec,8.2,326
1023,KBytes,8.38,Mbits/sec,8.38,327
1.48,MBytes,12.4,Mbits/sec,12.4,328
1.53,MBytes,12.9,Mbits/sec,12.9,329
1.88,MBytes,15.7,Mbits/sec,15.7,330
1.17,MBytes,9.81,Mbits/sec,9.81,331
1.27,MBytes,10.6,Mbits/sec,10.6,332
784,KBytes,6.42,Mbits/sec,6.42,333
838,KBytes,6.87,Mbits/sec,6.87,334
756,KBytes,6.2,Mbits/sec,6.2,335
949,KBytes,7.78,Mbits/sec,7.78,336
1.07,MBytes,8.98,Mbits/sec,8.98,337
1.22,MBytes,10.3,Mbits/sec,10.3,338
1,MBytes,8.39,Mbits/sec,8.39,339
1.24,MBytes,10.4,Mbits/sec,10.4,340
1.04,MBytes,8.71,Mbits/sec,8.71,341
738,KBytes,6.04,Mbits/sec,6.04,342
682,KBytes,5.59,Mbits/sec,5.59,343
1.24,MBytes,10.4,Mbits/sec,10.4,344
1.03,MBytes,8.65,Mbits/sec,8.65,345
1.09,MBytes,9.15,Mbits/sec,9.15,346
1.22,MBytes,10.2,Mbits/sec,10.2,347
1.13,MBytes,9.45,Mbits/sec,9.45,348
916,KBytes,7.51,Mbits/sec,7.51,349
686,KBytes,5.62,Mbits/sec,5.62,350
1.15,MBytes,9.66,Mbits/sec,9.66,351
1.36,MBytes,11.4,Mbits/sec,11.4,352
1.27,MBytes,10.6,Mbits/sec,10.6,353
1.94,MBytes,16.2,Mbits/sec,16.2,354
1.27,MBytes,10.6,Mbits/sec,10.6,355
348,KBytes,2.85,Mbits/sec,2.85,356
434,KBytes,3.55,Mbits/sec,3.55,357
455,KBytes,3.73,Mbits/sec,3.73,358
559,KBytes,4.58,Mbits/sec,4.58,359
542,KBytes,4.44,Mbits/sec,4.44,360
951,KBytes,7.79,Mbits/sec,7.79,361
762,KBytes,6.24,Mbits/sec,6.24,362
1.19,MBytes,10,Mbits/sec,10,363
1.43,MBytes,12,Mbits/sec,12,364
1.44,MBytes,12.1,Mbits/sec,12.1,365
789,KBytes,6.47,Mbits/sec,6.47,366
1009,KBytes,8.26,Mbits/sec,8.26,367
710,KBytes,5.82,Mbits/sec,5.82,368
1.15,MBytes,9.66,Mbits/sec,9.66,369
1.26,MBytes,10.6,Mbits/sec,10.6,370
960,KBytes,7.86,Mbits/sec,7.86,371
1017,KBytes,8.33,Mbits/sec,8.33,372
1.3,MBytes,10.9,Mbits/sec,10.9,373
1.4,MBytes,11.7,Mbits/sec,11.7,374
2,MBytes,16.8,Mbits/sec,16.8,375
1.25,MBytes,10.5,Mbits/sec,10.5,376
1.17,MBytes,9.8,Mbits/sec,9.8,377
1.02,MBytes,8.56,Mbits/sec,8.56,378
1.56,MBytes,13.1,Mbits/sec,13.1,379
1.27,MBytes,10.7,Mbits/sec,10.7,380
1.32,MBytes,11,Mbits/sec,11,381
1.71,MBytes,14.3,Mbits/sec,14.3,382
1.32,MBytes,11.1,Mbits/sec,11.1,383
1.58,MBytes,13.2,Mbits/sec,13.2,384
1.1,MBytes,9.25,Mbits/sec,9.25,385
1.25,MBytes,10.5,Mbits/sec,10.5,386
990,KBytes,8.11,Mbits/sec,8.11,387
822,KBytes,6.74,Mbits/sec,6.74,388
985,KBytes,8.07,Mbits/sec,8.07,389
899,KBytes,7.37,Mbits/sec,7.37,390
1.13,MBytes,9.48,Mbits/sec,9.48,391
1.3,MBytes,10.9,Mbits/sec,10.9,392
1.22,MBytes,10.2,Mbits/sec,10.2,393
854,KBytes,7,Mbits/sec,7,394
1.27,MBytes,10.7,Mbits/sec,10.7,395
1.06,MBytes,8.87,Mbits/sec,8.87,396
1.06,MBytes,8.86,Mbits/sec,8.86,397
914,KBytes,7.48,Mbits/sec,7.48,398
715,KBytes,5.86,Mbits/sec,5.86,399
941,KBytes,7.71,Mbits/sec,7.71,400
791,KBytes,6.48,Mbits/sec,6.48,401
1.07,MBytes,8.97,Mbits/sec,8.97,402
656,KBytes,5.37,Mbits/sec,5.37,403
522,KBytes,4.28,Mbits/sec,4.28,404
553,KBytes,4.53,Mbits/sec,4.53,405
533,KBytes,4.37,Mbits/sec,4.37,406
606,KBytes,4.96,Mbits/sec,4.96,407
312,KBytes,2.56,Mbits/sec,2.56,408
110,KBytes,899,Kbits/sec,0.899,409
111,KBytes,910,Kbits/sec,0.91,410
91.2,KBytes,747,Kbits/sec,0.747,411
80.7,KBytes,661,Kbits/sec,0.661,412
134,KBytes,1.09,Mbits/sec,1.09,413
151,KBytes,1.23,Mbits/sec,1.23,414
84.6,KBytes,693,Kbits/sec,0.693,415
114,KBytes,932,Kbits/sec,0.932,416
209,KBytes,1.71,Mbits/sec,1.71,417
288,KBytes,2.36,Mbits/sec,2.36,418
550,KBytes,4.51,Mbits/sec,4.51,419
928,KBytes,7.6,Mbits/sec,7.6,420
763,KBytes,6.25,Mbits/sec,6.25,421
1.1,MBytes,9.26,Mbits/sec,9.26,422
567,KBytes,4.65,Mbits/sec,4.65,423
795,KBytes,6.51,Mbits/sec,6.51,424
1001,KBytes,8.2,Mbits/sec,8.2,425
628,KBytes,5.15,Mbits/sec,5.15,426
725,KBytes,5.94,Mbits/sec,5.94,427
563,KBytes,4.61,Mbits/sec,4.61,428
951,KBytes,7.79,Mbits/sec,7.79,429
395,KBytes,3.24,Mbits/sec,3.24,430
1.07,MBytes,8.97,Mbits/sec,8.97,431
114,KBytes,932,Kbits/sec,0.932,432
348,KBytes,2.85,Mbits/sec,2.85,433
473,KBytes,3.88,Mbits/sec,3.88,434
512,KBytes,4.19,Mbits/sec,4.19,435
505,KBytes,4.14,Mbits/sec,4.14,436
828,KBytes,6.78,Mbits/sec,6.78,437
989,KBytes,8.1,Mbits/sec,8.1,438
907,KBytes,7.43,Mbits/sec,7.43,439
1.08,MBytes,9.1,Mbits/sec,9.1,440
1.44,MBytes,12.1,Mbits/sec,12.1,441
1.22,MBytes,10.2,Mbits/sec,10.2,442
1021,KBytes,8.36,Mbits/sec,8.36,443
1.14,MBytes,9.55,Mbits/sec,9.55,444
919,KBytes,7.53,Mbits/sec,7.53,445
697,KBytes,5.71,Mbits/sec,5.71,446
870,KBytes,7.13,Mbits/sec,7.13,447
903,KBytes,7.4,Mbits/sec,7.4,448
1.43,MBytes,12,Mbits/sec,12,449
1.06,MBytes,8.87,Mbits/sec,8.87,450
1013,KBytes,8.3,Mbits/sec,8.3,451
934,KBytes,7.65,Mbits/sec,7.65,452
1.39,MBytes,11.6,Mbits/sec,11.6,453
1.07,MBytes,8.98,Mbits/sec,8.98,454
791,KBytes,6.48,Mbits/sec,6.48,455
1.18,MBytes,9.88,Mbits/sec,9.88,456
1013,KBytes,8.3,Mbits/sec,8.3,457
1.08,MBytes,9.07,Mbits/sec,9.07,458
1.29,MBytes,10.8,Mbits/sec,10.8,459
1.25,MBytes,10.5,Mbits/sec,10.5,460
1.03,MBytes,8.61,Mbits/sec,8.61,461
1.3,MBytes,10.9,Mbits/sec,10.9,462
1.2,MBytes,10.1,Mbits/sec,10.1,463
1.19,MBytes,10,Mbits/sec,10,464
830,KBytes,6.8,Mbits/sec,6.8,465
1.22,MBytes,10.2,Mbits/sec,10.2,466
1.06,MBytes,8.9,Mbits/sec,8.9,467
1.1,MBytes,9.19,Mbits/sec,9.19,468
1.48,MBytes,12.4,Mbits/sec,12.4,469
1.54,MBytes,12.9,Mbits/sec,12.9,470
623,KBytes,5.1,Mbits/sec,5.1,471
1.38,MBytes,11.5,Mbits/sec,11.5,472
1.35,MBytes,11.3,Mbits/sec,11.3,473
1.54,MBytes,13,Mbits/sec,13,474
1.47,MBytes,12.3,Mbits/sec,12.3,475
1.36,MBytes,11.4,Mbits/sec,11.4,476
1.18,MBytes,9.88,Mbits/sec,9.88,477
1.42,MBytes,11.9,Mbits/sec,11.9,478
1.32,MBytes,11.1,Mbits/sec,11.1,479
1.44,MBytes,12.1,Mbits/sec,12.1,480
405,KBytes,3.31,Mbits/sec,3.31,481
52.9,KBytes,433,Kbits/sec,0.433,482
0,Bytes,0,bits/sec,0,483
0,Bytes,0,bits/sec,0,484
0,Bytes,0,bits/sec,0,485
0,Bytes,0,bits/sec,0,486
0,Bytes,0,bits/sec,0,487
0,Bytes,0,bits/sec,0,488
0,Bytes,0,bits/sec,0,489
0,Bytes,0,bits/sec,0,490
401,KBytes,3.29,Mbits/sec,3.29,491
1002,KBytes,8.21,Mbits/sec,8.21,492
886,KBytes,7.26,Mbits/sec,7.26,493
1.01,MBytes,8.45,Mbits/sec,8.45,494
1023,KBytes,8.38,Mbits/sec,8.38,495
1.34,MBytes,11.3,Mbits/sec,11.3,496
1.13,MBytes,9.5,Mbits/sec,9.5,497
1.21,MBytes,10.2,Mbits/sec,10.2,498
1.12,MBytes,9.4,Mbits/sec,9.4,499
1.42,MBytes,11.9,Mbits/sec,11.9,500
1.33,MBytes,11.1,Mbits/sec,11.1,501
1.15,MBytes,9.65,Mbits/sec,9.65,502
1.27,MBytes,10.7,Mbits/sec,10.7,503
1.34,MBytes,11.2,Mbits/sec,11.2,504
1.16,MBytes,9.72,Mbits/sec,9.72,505
1.43,MBytes,12,Mbits/sec,12,506
1.46,MBytes,12.2,Mbits/sec,12.2,507
2.37,MBytes,19.9,Mbits/sec,19.9,508
1.69,MBytes,14.2,Mbits/sec,14.2,509
2.17,MBytes,18.2,Mbits/sec,18.2,510
1.61,MBytes,13.5,Mbits/sec,13.5,511
1.8,MBytes,15.1,Mbits/sec,15.1,512
