620,KBytes,5.08,Mbits/sec,5.08,501
684,KBytes,5.6,Mbits/sec,5.6,502
666,KBytes,5.46,Mbits/sec,5.46,503
636,KBytes,5.21,Mbits/sec,5.21,504
520,KBytes,4.26,Mbits/sec,4.26,505
586,KBytes,4.8,Mbits/sec,4.8,506
637,KBytes,5.22,Mbits/sec,5.22,507
586,KBytes,4.8,Mbits/sec,4.8,508
574,KBytes,4.7,Mbits/sec,4.7,509
563,KBytes,4.61,Mbits/sec,4.61,510
641,KBytes,5.25,Mbits/sec,5.25,511
639,KBytes,5.23,Mbits/sec,5.23,512
595,KBytes,4.87,Mbits/sec,4.87,513
648,KBytes,5.31,Mbits/sec,5.31,514
655,KBytes,5.36,Mbits/sec,5.36,515
604,KBytes,4.95,Mbits/sec,4.95,516
567,KBytes,4.65,Mbits/sec,4.65,517
598,KBytes,4.9,Mbits/sec,4.9,518
575,KBytes,4.71,Mbits/sec,4.71,519
627,KBytes,5.13,Mbits/sec,5.13,520
770,KBytes,6.3,Mbits/sec,6.3,521
623,KBytes,5.1,Mbits/sec,5.1,522
746,KBytes,6.11,Mbits/sec,6.11,523
554,KBytes,4.54,Mbits/sec,4.54,524
635,KBytes,5.2,Mbits/sec,5.2,525
621,KBytes,5.09,Mbits/sec,5.09,526
508,KBytes,4.16,Mbits/sec,4.16,527
619,KBytes,5.07,Mbits/sec,5.07,528
639,KBytes,5.23,Mbits/sec,5.23,529
539,KBytes,4.42,Mbits/sec,4.42,530
477,KBytes,3.91,Mbits/sec,3.91,531
591,KBytes,4.84,Mbits/sec,4.84,532
541,KBytes,4.43,Mbits/sec,4.43,533
637,KBytes,5.22,Mbits/sec,5.22,534
447,KBytes,3.66,Mbits/sec,3.66,535
521,KBytes,4.27,Mbits/sec,4.27,536
569,KBytes,4.66,Mbits/sec,4.66,537
534,KBytes,4.38,Mbits/sec,4.38,538
458,KBytes,3.75,Mbits/sec,3.75,539
549,KBytes,4.5,Mbits/sec,4.5,540
682,KBytes,5.59,Mbits/sec,5.59,541
721,KBytes,5.9,Mbits/sec,5.9,542
694,KBytes,5.69,Mbits/sec,5.69,543
587,KBytes,4.81,Mbits/sec,4.81,544
665,KBytes,5.45,Mbits/sec,5.45,545
714,KBytes,5.85,Mbits/sec,5.85,546
629,KBytes,5.16,Mbits/sec,5.16,547
611,KBytes,5,Mbits/sec,5,548
719,KBytes,5.89,Mbits/sec,5.89,549
607,KBytes,4.97,Mbits/sec,4.97,550
735,KBytes,6.02,Mbits/sec,6.02,551
591,KBytes,4.84,Mbits/sec,4.84,552
801,KBytes,6.56,Mbits/sec,6.56,553
677,KBytes,5.55,Mbits/sec,5.55,554
791,KBytes,6.48,Mbits/sec,6.48,555
746,KBytes,6.11,Mbits/sec,6.11,556
866,KBytes,7.1,Mbits/sec,7.1,557
767,KBytes,6.28,Mbits/sec,6.28,558
682,KBytes,5.59,Mbits/sec,5.59,559
661,KBytes,5.42,Mbits/sec,5.42,560
627,KBytes,5.13,Mbits/sec,5.13,561
592,KBytes,4.85,Mbits/sec,4.85,562
676,KBytes,5.53,Mbits/sec,5.53,563
688,KBytes,5.63,Mbits/sec,5.63,564
614,KBytes,5.03,Mbits/sec,5.03,565
561,KBytes,4.59,Mbits/sec,4.59,566
525,KBytes,4.3,Mbits/sec,4.3,567
657,KBytes,5.38,Mbits/sec,5.38,568
668,KBytes,5.47,Mbits/sec,5.47,569
495,KBytes,4.05,Mbits/sec,4.05,570
543,KBytes,4.45,Mbits/sec,4.45,571
666,KBytes,5.46,Mbits/sec,5.46,572
485,KBytes,3.98,Mbits/sec,3.98,573
705,KBytes,5.77,Mbits/sec,5.77,574
643,KBytes,5.26,Mbits/sec,5.26,575
546,KBytes,4.47,Mbits/sec,4.47,576
606,KBytes,4.96,Mbits/sec,4.96,577
583,KBytes,4.78,Mbits/sec,4.78,578
910,KBytes,7.45,Mbits/sec,7.45,579
677,KBytes,5.55,Mbits/sec,5.55,580
838,KBytes,6.87,Mbits/sec,6.87,581
526,KBytes,4.31,Mbits/sec,4.31,582
762,KBytes,6.24,Mbits/sec,6.24,583
755,KBytes,6.19,Mbits/sec,6.19,584
705,KBytes,5.77,Mbits/sec,5.77,585
714,KBytes,5.85,Mbits/sec,5.85,586
752,KBytes,6.16,Mbits/sec,6.16,587
657,KBytes,5.38,Mbits/sec,5.38,588
595,KBytes,4.87,Mbits/sec,4.87,589
721,KBytes,5.9,Mbits/sec,5.9,590
505,KBytes,4.14,Mbits/sec,4.14,591
669,KBytes,5.48,Mbits/sec,5.48,592
760,KBytes,6.23,Mbits/sec,6.23,593
611,KBytes,5,Mbits/sec,5,594
813,KBytes,6.66,Mbits/sec,6.66,595
893,KBytes,7.31,Mbits/sec,7.31,596
772,KBytes,6.33,Mbits/sec,6.33,597
801,KBytes,6.56,Mbits/sec,6.56,598
0,Bytes,0,bits/sec,0,599
0,Bytes,0,bits/sec,0,600
846,KBytes,6.94,Mbits/sec,6.94,601
